attendance_id,session_id,student_id,attendance_status,marked_at
A000990,SES0021,S0089,absent,2025-02-22 20:59:00
A000991,SES0021,S0258,present,2025-02-22 20:55:00
A000992,SES0021,S0309,present,2025-02-22 20:13:00
A000993,SES0021,S0018,absent,2025-02-22 20:17:00
A000994,SES0021,S0268,present,2025-02-22 20:48:00
A000995,SES0021,S0315,present,2025-02-22 20:18:00
A000996,SES0021,S0283,present,2025-02-22 20:41:00
A000997,SES0021,S0053,late,2025-02-22 20:38:00
A000998,SES0021,S0081,present,2025-02-22 20:35:00
A000999,SES0021,S0115,present,2025-02-22 20:56:00
A001000,SES0021,S0130,present,2025-02-22 20:22:00
A001001,SES0021,S0254,present,2025-02-22 20:40:00
A001002,SES0022,S0132,present,2025-03-01 20:30:00
A001003,SES0022,S0220,present,2025-03-01 20:28:00
A001004,SES0022,S0154,present,2025-03-01 21:00:00
A001005,SES0022,S0260,present,2025-03-01 20:12:00
A001006,SES0022,S0153,present,2025-03-01 20:42:00
A001007,SES0022,S0225,present,2025-03-01 20:01:00
A001008,SES0022,S0268,present,2025-03-01 20:33:00
A001009,SES0022,S0167,present,2025-03-01 20:54:00
A001010,SES0022,S0196,absent,2025-03-01 20:52:00
A001011,SES0022,S0145,present,2025-03-01 20:31:00
A001012,SES0022,S0166,absent,2025-03-01 21:00:00
A001013,SES0022,S0058,present,2025-03-01 20:03:00
A001014,SES0022,S0088,absent,2025-03-01 20:42:00
A001015,SES0022,S0130,present,2025-03-01 20:50:00
A001016,SES0022,S0077,present,2025-03-01 20:24:00
A001017,SES0022,S0227,present,2025-03-01 20:45:00
A001018,SES0022,S0115,absent,2025-03-01 20:46:00
A001019,SES0022,S0075,absent,2025-03-01 21:00:00
A001020,SES0022,S0094,present,2025-03-01 20:43:00
A001021,SES0022,S0126,present,2025-03-01 20:42:00
A001022,SES0022,S0304,absent,2025-03-01 20:20:00
A001023,SES0022,S0044,present,2025-03-01 20:18:00
A001024,SES0022,S0214,present,2025-03-01 20:09:00
A001025,SES0022,S0151,absent,2025-03-01 20:25:00
A001026,SES0022,S0149,present,2025-03-01 20:49:00
A001027,SES0022,S0152,present,2025-03-01 20:05:00
A001028,SES0022,S0258,present,2025-03-01 20:25:00
A001029,SES0022,S0089,absent,2025-03-01 20:49:00
A001030,SES0022,S0037,present,2025-03-01 20:14:00
A001031,SES0022,S0099,present,2025-03-01 20:04:00
A001032,SES0022,S0309,present,2025-03-01 20:04:00
A001033,SES0022,S0052,present,2025-03-01 20:14:00
A001034,SES0022,S0262,present,2025-03-01 20:08:00
A001035,SES0022,S0249,present,2025-03-01 20:32:00
A001036,SES0022,S0125,present,2025-03-01 20:30:00
A001037,SES0022,S0117,present,2025-03-01 20:34:00
A001038,SES0022,S0064,present,2025-03-01 20:46:00
A001039,SES0022,S0081,present,2025-03-01 20:32:00
A001040,SES0022,S0040,present,2025-03-01 20:50:00
A001041,SES0022,S0203,present,2025-03-01 20:40:00
A001042,SES0022,S0213,present,2025-03-01 20:53:00
A001043,SES0022,S0109,present,2025-03-01 20:03:00
A001044,SES0022,S0248,absent,2025-03-01 20:06:00
A001045,SES0022,S0160,present,2025-03-01 20:51:00
A001046,SES0022,S0278,absent,2025-03-01 20:22:00
A001047,SES0022,S0069,present,2025-03-01 20:39:00
A001048,SES0022,S0244,present,2025-03-01 20:02:00
A001049,SES0022,S0033,present,2025-03-01 20:57:00
A001050,SES0022,S0254,absent,2025-03-01 20:21:00
A001051,SES0022,S0169,present,2025-03-01 20:55:00
A001052,SES0023,S0084,present,2025-03-08 20:15:00
A001053,SES0023,S0089,present,2025-03-08 20:41:00
A001054,SES0023,S0174,present,2025-03-08 20:35:00
A001055,SES0023,S0149,present,2025-03-08 20:56:00
A001056,SES0023,S0052,present,2025-03-08 20:12:00
A001057,SES0023,S0077,present,2025-03-08 20:42:00
A001058,SES0023,S0125,present,2025-03-08 20:04:00
A001059,SES0023,S0312,present,2025-03-08 20:52:00
A001060,SES0023,S0167,present,2025-03-08 20:26:00
A001061,SES0023,S0152,present,2025-03-08 20:51:00
A001062,SES0023,S0080,present,2025-03-08 20:16:00
A001063,SES0023,S0166,present,2025-03-08 20:15:00
A001064,SES0023,S0244,present,2025-03-08 20:32:00
A001065,SES0023,S0227,present,2025-03-08 20:33:00
A001066,SES0023,S0099,present,2025-03-08 20:38:00
A001067,SES0023,S0150,present,2025-03-08 20:48:00
A001068,SES0023,S0066,present,2025-03-08 20:08:00
A001069,SES0023,S0094,present,2025-03-08 20:50:00
A001070,SES0023,S0126,present,2025-03-08 20:20:00
A001071,SES0023,S0069,present,2025-03-08 20:48:00
A001072,SES0023,S0044,present,2025-03-08 20:09:00
A001073,SES0023,S0007,present,2025-03-08 20:57:00
A001074,SES0023,S0211,present,2025-03-08 20:29:00
A001075,SES0023,S0058,present,2025-03-08 20:09:00
A001076,SES0023,S0053,present,2025-03-08 20:19:00
A001077,SES0023,S0203,present,2025-03-08 20:39:00
A001078,SES0023,S0109,present,2025-03-08 20:22:00
A001079,SES0023,S0160,present,2025-03-08 20:39:00
A001080,SES0023,S0041,present,2025-03-08 20:38:00
A001081,SES0023,S0037,present,2025-03-08 20:25:00
A001082,SES0023,S0064,absent,2025-03-08 20:01:00
A001083,SES0023,S0151,present,2025-03-08 20:29:00
A001084,SES0023,S0196,present,2025-03-08 20:03:00
A001085,SES0023,S0124,absent,2025-03-08 20:09:00
A001086,SES0023,S0024,absent,2025-03-08 20:27:00
A001087,SES0023,S0258,present,2025-03-08 20:46:00
A001088,SES0023,S0304,late,2025-03-08 20:32:00
A001089,SES0023,S0278,absent,2025-03-08 20:59:00
A001090,SES0023,S0298,present,2025-03-08 20:35:00
A001091,SES0023,S0145,present,2025-03-08 20:17:00
A001092,SES0023,S0283,present,2025-03-08 20:19:00
A001093,SES0023,S0154,present,2025-03-08 20:15:00
A001094,SES0023,S0018,present,2025-03-08 20:46:00
A001095,SES0023,S0239,present,2025-03-08 20:17:00
A001096,SES0023,S0075,absent,2025-03-08 20:43:00
A001097,SES0023,S0108,absent,2025-03-08 20:37:00
A001098,SES0023,S0081,absent,2025-03-08 20:29:00
A001099,SES0023,S0320,present,2025-03-08 20:15:00
A001100,SES0023,S0315,present,2025-03-08 20:52:00
A001101,SES0023,S0248,present,2025-03-08 20:33:00
A001102,SES0024,S0058,present,2025-03-16 20:15:00
A001103,SES0024,S0053,present,2025-03-16 20:29:00
A001104,SES0024,S0079,late,2025-03-16 20:56:00
A001105,SES0024,S0077,present,2025-03-16 20:27:00
A001106,SES0024,S0033,present,2025-03-16 20:40:00
A001107,SES0024,S0089,present,2025-03-16 20:49:00
A001108,SES0024,S0052,present,2025-03-16 20:51:00
A001109,SES0024,S0153,late,2025-03-16 20:08:00
A001110,SES0024,S0060,present,2025-03-16 20:14:00
A001111,SES0024,S0309,present,2025-03-16 20:42:00
A001112,SES0024,S0249,absent,2025-03-16 20:51:00
A001113,SES0024,S0160,present,2025-03-16 20:28:00
A001114,SES0024,S0315,present,2025-03-16 20:56:00
A001115,SES0024,S0101,present,2025-03-16 20:03:00
A001116,SES0024,S0174,present,2025-03-16 20:35:00
A001117,SES0024,S0130,present,2025-03-16 20:11:00
A001118,SES0024,S0304,present,2025-03-16 20:27:00
A001119,SES0024,S0081,absent,2025-03-16 20:17:00
A001120,SES0024,S0312,absent,2025-03-16 20:38:00
A001121,SES0024,S0213,late,2025-03-16 20:26:00
A001122,SES0024,S0040,present,2025-03-16 20:08:00
A001123,SES0024,S0262,present,2025-03-16 20:05:00
A001124,SES0024,S0094,absent,2025-03-16 20:43:00
A001125,SES0024,S0152,present,2025-03-16 20:05:00
A001126,SES0024,S0084,present,2025-03-16 21:00:00
A001127,SES0024,S0260,late,2025-03-16 21:00:00
A001128,SES0024,S0066,present,2025-03-16 20:39:00
A001129,SES0024,S0117,present,2025-03-16 20:47:00
A001130,SES0024,S0007,present,2025-03-16 20:44:00
A001131,SES0024,S0203,present,2025-03-16 20:30:00
A001132,SES0024,S0254,present,2025-03-16 20:17:00
A001133,SES0024,S0126,present,2025-03-16 20:59:00
A001134,SES0024,S0108,absent,2025-03-16 20:21:00
A001135,SES0024,S0211,present,2025-03-16 20:42:00
A001136,SES0024,S0115,present,2025-03-16 20:57:00
A001137,SES0024,S0298,present,2025-03-16 20:31:00
A001138,SES0024,S0248,absent,2025-03-16 20:45:00
A001139,SES0024,S0149,present,2025-03-16 20:46:00
A001140,SES0024,S0024,present,2025-03-16 20:41:00
A001141,SES0024,S0018,present,2025-03-16 20:53:00
A001142,SES0024,S0064,present,2025-03-16 20:57:00
A001143,SES0024,S0320,present,2025-03-16 20:21:00
A001144,SES0024,S0214,present,2025-03-16 20:52:00
A001145,SES0024,S0106,absent,2025-03-16 20:20:00
A001146,SES0024,S0013,present,2025-03-16 20:28:00
A001147,SES0024,S0233,present,2025-03-16 20:14:00
A001148,SES0024,S0069,absent,2025-03-16 20:23:00
A001149,SES0024,S0239,absent,2025-03-16 20:44:00
A001150,SES0024,S0109,late,2025-03-16 20:51:00
A001151,SES0024,S0075,present,2025-03-16 20:31:00
A001152,SES0025,S0108,present,2025-02-09 20:15:00
A001153,SES0025,S0053,present,2025-02-09 20:28:00
A001154,SES0025,S0293,absent,2025-02-09 20:59:00
A001155,SES0025,S0029,absent,2025-02-09 20:53:00
A001156,SES0025,S0056,present,2025-02-09 20:31:00
A001157,SES0025,S0143,present,2025-02-09 20:26:00
A001158,SES0025,S0087,absent,2025-02-09 20:57:00
A001159,SES0025,S0166,absent,2025-02-09 20:40:00
A001160,SES0025,S0140,present,2025-02-09 20:31:00
A001161,SES0025,S0145,present,2025-02-09 20:41:00
A001162,SES0025,S0263,present,2025-02-09 20:20:00
A001163,SES0025,S0184,present,2025-02-09 20:39:00
A001164,SES0025,S0112,present,2025-02-09 20:46:00
A001165,SES0025,S0256,present,2025-02-09 20:07:00
A001166,SES0025,S0138,present,2025-02-09 20:25:00
A001167,SES0025,S0294,present,2025-02-09 20:52:00
A001168,SES0025,S0233,present,2025-02-09 20:47:00
A001169,SES0025,S0139,present,2025-02-09 20:45:00
A001170,SES0025,S0161,present,2025-02-09 20:26:00
A001171,SES0025,S0225,present,2025-02-09 20:37:00
A001172,SES0025,S0110,present,2025-02-09 20:01:00
A001173,SES0025,S0051,present,2025-02-09 20:56:00
A001174,SES0025,S0006,present,2025-02-09 20:07:00
A001175,SES0025,S0289,absent,2025-02-09 20:32:00
A001176,SES0025,S0296,present,2025-02-09 20:43:00
A001177,SES0025,S0106,present,2025-02-09 20:00:00
A001178,SES0025,S0152,present,2025-02-09 20:55:00
A001179,SES0025,S0252,present,2025-02-09 20:08:00
A001180,SES0025,S0255,late,2025-02-09 20:22:00
A001181,SES0025,S0223,present,2025-02-09 20:47:00
A001182,SES0025,S0209,present,2025-02-09 20:34:00
A001183,SES0025,S0066,present,2025-02-09 20:36:00
A001184,SES0025,S0163,present,2025-02-09 20:24:00
A001185,SES0025,S0259,late,2025-02-09 20:03:00
A001186,SES0025,S0102,present,2025-02-09 20:33:00
A001187,SES0025,S0238,present,2025-02-09 20:27:00
A001188,SES0025,S0095,present,2025-02-09 20:54:00
A001189,SES0025,S0017,present,2025-02-09 20:53:00
A001190,SES0025,S0183,absent,2025-02-09 20:55:00
A001191,SES0025,S0049,present,2025-02-09 20:30:00
A001192,SES0025,S0118,absent,2025-02-09 20:11:00
A001193,SES0025,S0297,present,2025-02-09 20:29:00
A001194,SES0025,S0026,absent,2025-02-09 20:57:00
A001195,SES0025,S0308,present,2025-02-09 20:46:00
A001196,SES0025,S0039,present,2025-02-09 20:07:00
A001197,SES0025,S0273,absent,2025-02-09 20:12:00
A001198,SES0025,S0082,present,2025-02-09 20:50:00
A001199,SES0025,S0208,present,2025-02-09 20:20:00
A001200,SES0025,S0034,present,2025-02-09 20:25:00
A001201,SES0025,S0276,present,2025-02-09 20:40:00
A001202,SES0026,S0308,present,2025-02-16 20:19:00
A001203,SES0026,S0223,present,2025-02-16 20:00:00
A001204,SES0026,S0155,absent,2025-02-16 20:53:00
A001205,SES0026,S0208,present,2025-02-16 20:44:00
A001206,SES0026,S0302,present,2025-02-16 20:48:00
A001207,SES0026,S0184,absent,2025-02-16 20:28:00
A001208,SES0026,S0026,present,2025-02-16 20:28:00
A001209,SES0026,S0102,present,2025-02-16 20:31:00
A001210,SES0026,S0311,present,2025-02-16 20:01:00
A001211,SES0026,S0107,absent,2025-02-16 20:15:00
A001212,SES0026,S0055,present,2025-02-16 20:11:00
A001213,SES0026,S0317,present,2025-02-16 20:11:00
A001214,SES0026,S0017,present,2025-02-16 20:54:00
A001215,SES0026,S0113,present,2025-02-16 20:42:00
A001216,SES0026,S0152,present,2025-02-16 20:44:00
A001217,SES0026,S0031,present,2025-02-16 20:30:00
A001218,SES0026,S0082,present,2025-02-16 20:49:00
A001219,SES0026,S0144,absent,2025-02-16 20:41:00
A001220,SES0026,S0150,present,2025-02-16 20:55:00
A001221,SES0026,S0006,late,2025-02-16 20:46:00
A001222,SES0026,S0172,present,2025-02-16 20:21:00
A001223,SES0026,S0297,present,2025-02-16 20:21:00
A001224,SES0026,S0056,present,2025-02-16 20:30:00
A001225,SES0026,S0301,present,2025-02-16 20:23:00
A001226,SES0026,S0034,present,2025-02-16 20:26:00
A001227,SES0026,S0288,late,2025-02-16 20:27:00
A001228,SES0026,S0284,present,2025-02-16 20:44:00
A001229,SES0026,S0138,present,2025-02-16 20:02:00
A001230,SES0026,S0049,present,2025-02-16 20:22:00
A001231,SES0026,S0294,present,2025-02-16 20:54:00
A001232,SES0026,S0119,late,2025-02-16 20:33:00
A001233,SES0026,S0145,absent,2025-02-16 20:10:00
A001234,SES0026,S0188,present,2025-02-16 20:17:00
A001235,SES0026,S0143,present,2025-02-16 20:48:00
A001236,SES0026,S0163,present,2025-02-16 20:13:00
A001237,SES0026,S0183,present,2025-02-16 20:13:00
A001238,SES0026,S0106,late,2025-02-16 20:32:00
A001239,SES0026,S0112,present,2025-02-16 20:05:00
A001240,SES0026,S0269,present,2025-02-16 20:08:00
A001241,SES0026,S0166,present,2025-02-16 20:37:00
A001242,SES0026,S0233,present,2025-02-16 20:24:00
A001243,SES0026,S0149,late,2025-02-16 20:57:00
A001244,SES0026,S0312,present,2025-02-16 20:20:00
A001245,SES0026,S0153,late,2025-02-16 20:22:00
A001246,SES0026,S0263,present,2025-02-16 20:43:00
A001247,SES0026,S0108,present,2025-02-16 20:41:00
A001248,SES0026,S0283,present,2025-02-16 20:30:00
A001249,SES0026,S0257,present,2025-02-16 20:49:00
A001250,SES0026,S0066,present,2025-02-16 20:21:00
A001251,SES0026,S0046,present,2025-02-16 20:44:00
A001252,SES0027,S0110,present,2025-02-22 20:23:00
A001253,SES0027,S0053,present,2025-02-22 20:02:00
A001254,SES0027,S0225,present,2025-02-22 20:50:00
A001255,SES0027,S0111,present,2025-02-22 20:36:00
A001256,SES0027,S0309,present,2025-02-22 20:11:00
A001257,SES0027,S0307,present,2025-02-22 20:14:00
A001258,SES0027,S0242,present,2025-02-22 20:02:00
A001259,SES0027,S0066,present,2025-02-22 20:56:00
A001260,SES0027,S0106,present,2025-02-22 20:41:00
A001261,SES0027,S0218,present,2025-02-22 20:29:00
A001262,SES0027,S0031,present,2025-02-22 20:54:00
A001263,SES0027,S0289,absent,2025-02-22 20:46:00
A001264,SES0027,S0238,present,2025-02-22 20:45:00
A001265,SES0027,S0138,present,2025-02-22 20:00:00
A001266,SES0027,S0294,present,2025-02-22 20:01:00
A001267,SES0027,S0119,present,2025-02-22 20:32:00
A001268,SES0027,S0166,present,2025-02-22 20:52:00
A001269,SES0027,S0293,present,2025-02-22 20:39:00
A001270,SES0027,S0145,late,2025-02-22 20:24:00
A001271,SES0027,S0017,present,2025-02-22 20:53:00
A001272,SES0027,S0052,present,2025-02-22 20:52:00
A001273,SES0027,S0107,present,2025-02-22 20:35:00
A001274,SES0027,S0241,present,2025-02-22 20:36:00
A001275,SES0027,S0049,present,2025-02-22 20:05:00
A001276,SES0027,S0118,present,2025-02-22 20:30:00
A001277,SES0027,S0223,present,2025-02-22 20:27:00
A001278,SES0027,S0155,present,2025-02-22 20:23:00
A001279,SES0027,S0143,present,2025-02-22 20:15:00
A001280,SES0027,S0271,present,2025-02-22 20:31:00
A001281,SES0027,S0144,present,2025-02-22 20:12:00
A001282,SES0027,S0095,present,2025-02-22 20:12:00
A001283,SES0027,S0311,present,2025-02-22 20:16:00
A001284,SES0027,S0087,present,2025-02-22 21:00:00
A001285,SES0027,S0175,present,2025-02-22 20:40:00
A001286,SES0027,S0288,present,2025-02-22 20:37:00
A001287,SES0027,S0146,present,2025-02-22 20:43:00
A001288,SES0027,S0112,present,2025-02-22 20:42:00
A001289,SES0027,S0273,present,2025-02-22 20:41:00
A001290,SES0027,S0026,present,2025-02-22 20:27:00
A001291,SES0027,S0113,present,2025-02-22 20:57:00
A001292,SES0027,S0188,present,2025-02-22 20:17:00
A001293,SES0027,S0312,absent,2025-02-22 20:24:00
A001294,SES0027,S0233,absent,2025-02-22 20:42:00
A001295,SES0027,S0055,present,2025-02-22 20:11:00
A001296,SES0027,S0313,present,2025-02-22 20:51:00
A001297,SES0027,S0183,absent,2025-02-22 20:36:00
A001298,SES0027,S0257,absent,2025-02-22 20:36:00
A001299,SES0027,S0149,present,2025-02-22 20:21:00
A001300,SES0027,S0213,absent,2025-02-22 20:33:00
A001301,SES0027,S0209,absent,2025-02-22 20:03:00
A001302,SES0028,S0006,present,2025-03-03 20:05:00
A001303,SES0028,S0107,absent,2025-03-03 20:31:00
A001304,SES0028,S0152,present,2025-03-03 20:06:00
A001305,SES0028,S0238,present,2025-03-03 20:14:00
A001306,SES0028,S0034,present,2025-03-03 20:11:00
A001307,SES0028,S0288,present,2025-03-03 20:58:00
A001308,SES0028,S0297,present,2025-03-03 20:14:00
A001309,SES0028,S0301,present,2025-03-03 20:31:00
A001310,SES0028,S0242,present,2025-03-03 20:29:00
A001311,SES0028,S0206,absent,2025-03-03 20:16:00
A001312,SES0028,S0161,present,2025-03-03 20:40:00
A001313,SES0028,S0175,present,2025-03-03 20:32:00
A001314,SES0028,S0276,present,2025-03-03 20:33:00
A001315,SES0028,S0118,present,2025-03-03 20:50:00
A001316,SES0028,S0119,present,2025-03-03 20:48:00
A001317,SES0028,S0140,present,2025-03-03 20:52:00
A001318,SES0028,S0271,present,2025-03-03 20:15:00
A001319,SES0028,S0051,present,2025-03-03 20:53:00
A001320,SES0028,S0029,present,2025-03-03 20:10:00
A001321,SES0028,S0223,present,2025-03-03 20:17:00
A001322,SES0028,S0230,absent,2025-03-03 20:37:00
A001323,SES0028,S0312,present,2025-03-03 20:58:00
A001324,SES0028,S0112,present,2025-03-03 20:05:00
A001325,SES0028,S0285,present,2025-03-03 20:57:00
A001326,SES0028,S0252,present,2025-03-03 20:50:00
A001327,SES0028,S0241,absent,2025-03-03 20:36:00
A001328,SES0028,S0113,present,2025-03-03 20:22:00
A001329,SES0028,S0046,present,2025-03-03 20:35:00
A001330,SES0028,S0102,absent,2025-03-03 20:56:00
A001331,SES0028,S0191,present,2025-03-03 20:09:00
A001332,SES0028,S0087,present,2025-03-03 20:31:00
A001333,SES0028,S0195,absent,2025-03-03 20:17:00
A001334,SES0028,S0256,present,2025-03-03 20:41:00
A001335,SES0028,S0273,present,2025-03-03 20:26:00
A001336,SES0028,S0108,late,2025-03-03 20:20:00
A001337,SES0028,S0139,present,2025-03-03 20:33:00
A001338,SES0028,S0025,present,2025-03-03 20:47:00
A001339,SES0028,S0289,absent,2025-03-03 20:19:00
A001340,SES0028,S0259,present,2025-03-03 20:36:00
A001341,SES0028,S0183,absent,2025-03-03 20:23:00
A001342,SES0028,S0150,absent,2025-03-03 20:40:00
A001343,SES0028,S0145,present,2025-03-03 20:53:00
A001344,SES0028,S0294,present,2025-03-03 20:58:00
A001345,SES0028,S0283,present,2025-03-03 20:21:00
A001346,SES0028,S0036,present,2025-03-03 20:28:00
A001347,SES0028,S0308,present,2025-03-03 20:56:00
A001348,SES0028,S0293,present,2025-03-03 20:40:00
A001349,SES0028,S0138,late,2025-03-03 20:06:00
A001350,SES0028,S0182,present,2025-03-03 20:29:00
A001351,SES0028,S0106,present,2025-03-03 20:44:00
A001352,SES0029,S0055,late,2025-03-09 20:38:00
A001353,SES0029,S0269,absent,2025-03-09 20:29:00
A001354,SES0029,S0102,present,2025-03-09 20:30:00
A001355,SES0029,S0297,present,2025-03-09 20:42:00
A001356,SES0029,S0293,absent,2025-03-09 20:40:00
A001357,SES0029,S0313,present,2025-03-09 20:02:00
A001358,SES0029,S0006,absent,2025-03-09 20:20:00
A001359,SES0029,S0225,present,2025-03-09 20:52:00
A001360,SES0029,S0111,present,2025-03-09 20:08:00
A001361,SES0029,S0301,present,2025-03-09 20:46:00
A001362,SES0029,S0230,present,2025-03-09 20:30:00
A001363,SES0029,S0056,present,2025-03-09 20:57:00
A001364,SES0029,S0163,present,2025-03-09 20:15:00
A001365,SES0029,S0152,present,2025-03-09 20:49:00
A001366,SES0029,S0184,present,2025-03-09 20:05:00
A001367,SES0029,S0317,absent,2025-03-09 20:46:00
A001368,SES0029,S0255,present,2025-03-09 20:31:00
A001369,SES0029,S0209,present,2025-03-09 20:25:00
A001370,SES0029,S0238,absent,2025-03-09 20:28:00
A001371,SES0029,S0257,present,2025-03-09 20:15:00
A001372,SES0029,S0309,present,2025-03-09 20:34:00
A001373,SES0029,S0241,absent,2025-03-09 20:23:00
A001374,SES0029,S0039,present,2025-03-09 20:25:00
A001375,SES0029,S0066,present,2025-03-09 20:47:00
A001376,SES0029,S0271,absent,2025-03-09 20:09:00
A001377,SES0029,S0175,present,2025-03-09 20:29:00
A001378,SES0029,S0182,late,2025-03-09 21:00:00
A001379,SES0029,S0285,present,2025-03-09 20:04:00
A001380,SES0029,S0166,present,2025-03-09 20:00:00
A001381,SES0029,S0087,present,2025-03-09 20:32:00
A001382,SES0029,S0206,absent,2025-03-09 20:43:00
A001383,SES0029,S0195,present,2025-03-09 20:10:00
A001384,SES0029,S0025,absent,2025-03-09 20:32:00
A001385,SES0029,S0223,present,2025-03-09 20:00:00
A001386,SES0029,S0288,late,2025-03-09 20:45:00
A001387,SES0029,S0273,absent,2025-03-09 21:00:00
A001388,SES0029,S0095,present,2025-03-09 20:42:00
A001389,SES0029,S0112,absent,2025-03-09 20:21:00
A001390,SES0029,S0276,absent,2025-03-09 20:55:00
A001391,SES0029,S0233,absent,2025-03-09 20:25:00
A001392,SES0029,S0172,present,2025-03-09 20:13:00
A001393,SES0029,S0067,present,2025-03-09 20:33:00
A001394,SES0029,S0122,present,2025-03-09 20:31:00
A001395,SES0029,S0155,absent,2025-03-09 20:02:00
A001396,SES0029,S0110,present,2025-03-09 20:46:00
A001397,SES0029,S0312,present,2025-03-09 20:04:00
A001398,SES0029,S0143,absent,2025-03-09 20:43:00
A001399,SES0029,S0311,present,2025-03-09 20:46:00
A001400,SES0029,S0256,present,2025-03-09 20:08:00
A001401,SES0029,S0149,present,2025-03-09 20:42:00
A001402,SES0030,S0285,present,2025-03-15 20:24:00
A001403,SES0030,S0046,present,2025-03-15 20:42:00
A001404,SES0030,S0152,present,2025-03-15 20:05:00
A001405,SES0030,S0309,absent,2025-03-15 20:15:00
A001406,SES0030,S0139,present,2025-03-15 20:06:00
A001407,SES0030,S0111,present,2025-03-15 20:54:00
A001408,SES0030,S0144,present,2025-03-15 20:28:00
A001409,SES0030,S0140,present,2025-03-15 20:43:00
A001410,SES0030,S0273,absent,2025-03-15 20:04:00
A001411,SES0030,S0313,present,2025-03-15 20:07:00
A001412,SES0030,S0255,present,2025-03-15 20:00:00
A001413,SES0030,S0218,present,2025-03-15 20:21:00
A001414,SES0030,S0307,present,2025-03-15 20:36:00
A001415,SES0030,S0206,absent,2025-03-15 20:10:00
A001416,SES0030,S0004,present,2025-03-15 20:02:00
A001417,SES0030,S0283,present,2025-03-15 20:05:00
A001418,SES0030,S0241,absent,2025-03-15 20:55:00
A001419,SES0030,S0311,present,2025-03-15 20:59:00
A001420,SES0030,S0284,present,2025-03-15 20:01:00
A001421,SES0030,S0172,present,2025-03-15 20:05:00
A001422,SES0030,S0294,present,2025-03-15 20:35:00
A001423,SES0030,S0055,present,2025-03-15 20:25:00
A001424,SES0030,S0053,present,2025-03-15 20:02:00
A001425,SES0030,S0191,present,2025-03-15 20:19:00
A001426,SES0030,S0087,present,2025-03-15 20:55:00
A001427,SES0030,S0302,absent,2025-03-15 20:05:00
A001428,SES0030,S0233,present,2025-03-15 20:18:00
A001429,SES0030,S0145,present,2025-03-15 20:30:00
A001430,SES0030,S0163,absent,2025-03-15 20:16:00
A001431,SES0030,S0113,absent,2025-03-15 20:17:00
A001432,SES0030,S0119,present,2025-03-15 21:00:00
A001433,SES0030,S0107,present,2025-03-15 20:19:00
A001434,SES0030,S0184,present,2025-03-15 20:51:00
A001435,SES0030,S0161,late,2025-03-15 20:15:00
A001436,SES0030,S0031,absent,2025-03-15 20:59:00
A001437,SES0030,S0238,late,2025-03-15 20:23:00
A001438,SES0030,S0223,present,2025-03-15 20:26:00
A001439,SES0030,S0108,absent,2025-03-15 20:48:00
A001440,SES0030,S0208,present,2025-03-15 20:39:00
A001441,SES0030,S0039,present,2025-03-15 20:41:00
A001442,SES0030,S0252,present,2025-03-15 20:12:00
A001443,SES0030,S0312,present,2025-03-15 20:12:00
A001444,SES0030,S0166,present,2025-03-15 20:14:00
A001445,SES0030,S0195,present,2025-03-15 20:45:00
A001446,SES0030,S0259,present,2025-03-15 20:25:00
A001447,SES0030,S0296,present,2025-03-15 20:03:00
A001448,SES0030,S0112,present,2025-03-15 20:18:00
A001449,SES0030,S0049,present,2025-03-15 20:20:00
A001450,SES0030,S0066,present,2025-03-15 20:51:00
A001451,SES0030,S0288,present,2025-03-15 20:41:00
A001452,SES0031,S0001,present,2025-02-10 20:38:00
A001453,SES0031,S0026,present,2025-02-10 20:40:00
A001454,SES0031,S0266,present,2025-02-10 20:23:00
A001455,SES0031,S0042,present,2025-02-10 20:57:00
A001456,SES0031,S0183,present,2025-02-10 20:58:00
A001457,SES0031,S0171,present,2025-02-10 20:03:00
A001458,SES0031,S0089,present,2025-02-10 20:39:00
A001459,SES0031,S0179,present,2025-02-10 20:06:00
A001460,SES0031,S0117,absent,2025-02-10 20:27:00
A001461,SES0031,S0211,absent,2025-02-10 20:57:00
A001462,SES0031,S0010,absent,2025-02-10 20:48:00
A001463,SES0031,S0300,present,2025-02-10 20:33:00
A001464,SES0031,S0199,present,2025-02-10 20:30:00
A001465,SES0031,S0198,present,2025-02-10 20:46:00
A001466,SES0031,S0221,present,2025-02-10 20:06:00
A001467,SES0031,S0222,present,2025-02-10 20:10:00
A001468,SES0031,S0233,present,2025-02-10 20:23:00
A001469,SES0031,S0046,present,2025-02-10 20:38:00
A001470,SES0031,S0077,present,2025-02-10 20:24:00
A001471,SES0031,S0291,absent,2025-02-10 20:15:00
A001472,SES0031,S0315,present,2025-02-10 20:47:00
A001473,SES0031,S0149,absent,2025-02-10 20:42:00
A001474,SES0031,S0158,present,2025-02-10 21:00:00
A001475,SES0031,S0064,absent,2025-02-10 20:08:00
A001476,SES0031,S0131,present,2025-02-10 20:14:00
A001477,SES0031,S0247,present,2025-02-10 20:35:00
A001478,SES0031,S0286,present,2025-02-10 20:31:00
A001479,SES0031,S0236,present,2025-02-10 20:07:00
A001480,SES0031,S0178,present,2025-02-10 20:44:00
A001481,SES0031,S0143,absent,2025-02-10 20:38:00
A001482,SES0031,S0015,present,2025-02-10 20:18:00
A001483,SES0031,S0255,late,2025-02-10 20:47:00
A001484,SES0031,S0310,present,2025-02-10 20:32:00
